1230	-2544	-483	
1218	-2496	-467	
1298	-2522	-438	
1278	-2538	-476	
1210	-2530	-528	
1234	-2576	-452	
1272	-2508	-465	
1322	-2524	-490	
1498	-2512	-428	
2326	-2222	-1973	
1292	-2276	-2217	
1318	-2228	-2131	
1266	-2252	-2179	
1232	-2202	-2071	
1310	-2220	-2183	
1302	-2294	-2071	
1296	-2250	-2141	
1240	-2302	-2215	
2490	-2342	-1141	
1290	-2500	-521	
1290	-2522	-512	
1306	-2576	-427	
1196	-2536	-451	
1266	-2574	-518	
1272	-2528	-448	
