-1116	1288	789	
-1112	1364	802	
-1058	1314	729	
-1080	1348	797	
-1106	1274	815	
-1186	1328	935	
-1408	1472	-172	
-812	858	1144	
488	410	3077	
538	486	2837	
614	584	3131	
572	568	2802	
656	578	2960	
546	486	2670	
-1292	1366	-113	
-1116	1320	842	
-1096	1326	884	
-1168	1320	819	
-1068	1330	847	
-1060	1338	867	
