-876	1026	-325	
-874	982	-376	
-854	976	-362	
-842	1012	-359	
-874	990	-285	
-896	956	-439	
-852	946	-336	
-888	1002	-282	
-1506	948	-421	
-1030	674	-2294	
-986	714	-2181	
-944	680	-2198	
-972	730	-2118	
-1008	770	-2155	
-974	702	-2199	
-1004	682	-2236	
-1018	734	-2195	
-946	674	-2209	
-874	996	-336	
-874	988	-340	
-814	976	-347	
-828	980	-374	
-816	986	-320	
-832	918	-329	
