-1138	1234	637	
-1166	1262	565	
-1188	1294	569	
-1138	1262	671	
-1144	1266	606	
-1126	1284	586	
-1108	1338	648	
-1206	1264	610	
-1170	1264	587	
-1170	1286	514	
-1462	1254	444	
-1880	-370	68	
394	-110	-2867	
386	-60	-2580	
406	-52	-2624	
326	-98	-2646	
348	-82	-2743	
358	-66	-2242	
412	28	-2455	
402	-78	-2486	
68	-502	-3277	
-16	-600	1358	
-1880	1094	316	
-1900	1058	287	
-1900	1128	372	
